"query","subject","identity_perc","alignment_len","mismatch_num","gap_num","query_start","query_end","subject_start","subject_end","expect","score"
"AT3G04760","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.841,439,307,1,101,538,328,766,3.14e-67,236
"AT3G61070","TRINITY_DN100023_c0_g1_i3_1_205_885",23.767,223,151,9,14,223,10,226,2.44e-07,50.4
"AT3G49560","TRINITY_DN100004_c2_g1_i3_1_249_902",43.478,46,26,0,202,247,166,211,0.35,32.3
"AT3G49730","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.416,461,319,6,134,591,249,701,4.29e-51,190
"AT3G16010","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.641,585,381,5,94,626,126,708,1.01e-62,224
"AT3G42630","TRINITY_DN100008_c0_g2_i1_1_534_2876",20.58,379,282,6,39,414,308,670,3.18e-08,56.2
"AT3G42660","TRINITY_DN100007_c0_g1_i5_1_2253_793",25.806,93,56,2,61,140,155,247,0.081,37.4
"AT3G08560","TRINITY_DN100002_c0_g1_i2_1_299_3421",28.358,67,40,2,125,186,180,243,0.8,31.6
"AT3G46610","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.124,493,332,5,183,647,277,750,2.36e-29,125
"AT3G08550","TRINITY_DN100021_c0_g2_i2_1_195_1922",21.277,141,84,5,110,250,276,389,1.9,32
"AT3G32330","TRINITY_DN100017_c0_g1_i1_2_3342_451",18.719,203,138,4,13,188,199,401,0.094,35.4
"AT3G27550","TRINITY_DN100022_c7_g1_i4_1_3_1295",25,92,66,2,90,180,63,152,0.006,39.7
"AT3G43190","TRINITY_DN100002_c0_g1_i2_1_299_3421",35.484,31,20,0,748,778,680,710,9,30.4
"AT3G49660","TRINITY_DN100007_c0_g1_i5_1_2253_793",27.189,217,129,7,122,315,123,333,7.46e-12,66.2
"AT3G17750","TRINITY_DN100003_c0_g1_i4_1_835_260",36.747,166,99,3,973,1132,27,192,7.32e-23,100
"AT3G48800","TRINITY_DN100004_c2_g1_i3_1_249_902",40,50,29,1,221,270,166,214,0.002,39.7
"AT3G48810","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.14,629,421,10,39,643,123,744,3.45e-70,246
"AT3G19210","TRINITY_DN100017_c0_g1_i1_2_3342_451",74.632,816,190,8,47,851,73,882,0,1249
"AT3G24840","TRINITY_DN100023_c0_g1_i1_2_2693_1296",49.153,295,147,1,48,342,72,363,2.91e-105,329
"AT3G51560","TRINITY_DN100018_c8_g1_i5_1_1087_305",30.841,107,69,2,756,857,92,198,0.004,41.2
"AT3G49400","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.283,184,121,5,280,463,169,330,0.38,35
"AT3G25030","TRINITY_DN100000_c0_g1_i2_1_55_1236",41.538,65,31,4,183,243,324,385,1.69e-06,48.9
"AT3G05090","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.898,245,122,12,34,261,155,354,6.4e-05,47
"AT3G54650","TRINITY_DN100018_c8_g4_i2_1_553_2",33.75,80,47,3,344,421,109,184,0.94,32.3
"AT3G27640","TRINITY_DN100007_c0_g1_i5_1_2253_793",30.303,66,38,3,349,411,125,185,1.3,32.3
"AT3G24982","TRINITY_DN100018_c8_g1_i5_1_1087_305",31.206,141,92,5,349,487,118,255,0.002,42
"AT3G25010","TRINITY_DN100018_c8_g1_i5_1_1087_305",29.078,141,95,5,318,456,118,255,0.029,38.1
"AT3G20010","TRINITY_DN100017_c0_g1_i1_2_3342_451",32.903,155,101,2,894,1045,581,735,1.04e-14,79.7
"AT3G29290","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.619,420,309,7,114,524,253,665,3.48e-23,104
"AT3G51670","TRINITY_DN100023_c0_g1_i1_2_2693_1296",24.887,221,138,9,85,288,125,334,1.32e-06,50.8
"AT3G06140","TRINITY_DN100000_c0_g1_i2_1_55_1236",43.75,48,26,1,299,345,339,386,8.1e-05,44.7
"AT3G50390","TRINITY_DN100007_c0_g1_i3_1_1800_340",30.189,212,113,7,210,397,155,355,1.37e-11,67
"AT3G16150","TRINITY_DN100001_c8_g1_i8_1_135_1100",55.927,329,125,3,3,324,3,318,3.64e-123,360
"AT3G18110","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.127,589,402,12,176,762,195,746,3.24e-40,161
"AT3G55470","TRINITY_DN100002_c0_g1_i2_1_299_3421",31.481,54,35,1,6,59,35,86,0.058,33.9
"AT3G45810","TRINITY_DN100017_c0_g1_i1_2_3342_451",34.568,81,41,3,364,435,439,516,6.2,31.2
"AT3G24800","TRINITY_DN100000_c0_g1_i1_1_76_1308",32.787,61,39,1,8,66,339,399,0.7,32.7
"AT3G56440","TRINITY_DN100007_c0_g1_i3_1_1800_340",29.545,44,30,1,192,235,290,332,0.86,32.3
"AT3G13150","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.344,256,185,1,136,391,470,724,5.69e-28,119
"AT3G13160","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.734,256,184,1,119,374,224,478,6.85e-27,114
"AT3G44530","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.901,131,81,3,34,164,232,342,3.5,32
"AT3G53700","TRINITY_DN100008_c0_g2_i1_1_534_2876",31.496,508,332,2,152,659,279,770,1.27e-80,277
"AT3G13340","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.378,143,99,3,235,368,212,351,0.099,35.4
"AT3G59660","TRINITY_DN100002_c0_g1_i3_1_299_3406",30,50,35,0,85,134,37,86,0.1,36.2
"AT3G32896","TRINITY_DN100006_c3_g1_i2_2_755_1384",27.273,66,32,1,53,118,57,106,6.5,27.3
"AT3G44580","TRINITY_DN100016_c0_g1_i1_1_1385_213",27.5,40,29,0,59,98,143,182,7.9,27.3
"AT3G18040","TRINITY_DN100003_c0_g1_i4_1_835_260",32.558,172,87,6,163,314,27,189,2.4e-14,72.8
"AT3G32280","TRINITY_DN100017_c0_g1_i1_2_3342_451",18.687,198,132,5,306,474,203,400,0.17,35
"AT3G18020","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.833,600,390,12,100,688,221,770,1.17e-45,174
"AT3G09080","TRINITY_DN100007_c0_g1_i5_1_2253_793",18.345,278,155,8,391,651,120,342,0.44,35
"AT3G07170","TRINITY_DN100004_c2_g1_i3_1_249_902",52.83,212,87,6,1,202,9,217,1.06e-62,197
"AT3G16650","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.852,216,130,8,220,409,121,334,7.49e-11,64.7
"AT3G09060","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.636,660,443,7,3,639,117,771,4.25e-82,279
"AT3G45640","TRINITY_DN100003_c0_g1_i4_1_835_260",29.885,174,98,6,172,325,21,190,2.43e-14,71.6
"AT3G03680","TRINITY_DN100002_c0_g1_i3_1_299_3406",46.673,1052,474,25,6,1017,32,1036,0,853
"AT3G16710","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.926,443,306,0,64,506,227,669,1.08e-79,268
"AT3G44670","TRINITY_DN100018_c8_g1_i5_1_1087_305",29.341,167,101,8,758,913,88,248,1.1,33.5
"AT3G04560","TRINITY_DN100006_c3_g1_i2_2_755_1384",58.879,214,77,5,211,417,1,210,9.6e-76,238
"AT3G46870","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.897,97,67,1,126,222,335,430,1.22e-06,49.7
"AT3G11380","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.883,437,298,16,118,529,254,676,8.41e-06,49.3
"AT3G07120","TRINITY_DN100000_c0_g1_i1_1_76_1308",35.616,73,37,4,292,360,343,409,0.001,41.2
"AT3G61030","TRINITY_DN100002_c0_g1_i3_1_299_3406",29.126,103,59,6,162,259,16,109,0.4,34.3
"AT3G44600","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.439,205,133,7,53,237,139,337,0.004,40.8
"AT3G04130","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.42,476,291,7,90,507,127,596,5.12e-39,152
"AT3G13300","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.471,238,126,12,210,409,128,354,3.8,32.3
"AT3G09035","TRINITY_DN100002_c0_g1_i2_4_2364_1726",30.769,52,33,1,258,309,96,144,9.5,28.5
"AT3G18060","TRINITY_DN100007_c0_g1_i3_1_1800_340",23.478,230,126,8,319,534,151,344,0.000445,43.5
"AT3G48250","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.928,345,248,6,258,596,346,685,2.82e-25,111
"AT3G44630","TRINITY_DN100018_c8_g1_i5_1_1087_305",25.888,197,121,8,740,914,7,200,0.005,40.8
"AT3G12120","TRINITY_DN100020_c0_g1_i3_1_86_1510",21.233,292,189,10,92,360,168,441,2.5,30.8
"AT3G13290","TRINITY_DN100007_c0_g1_i3_1_1800_340",26.778,239,124,13,194,393,128,354,0.53,35
"AT3G61050","TRINITY_DN100002_c0_g1_i2_1_299_3421",30.667,150,76,6,264,396,34,172,2.46e-05,47.8
"AT3G13960","TRINITY_DN100009_c0_g1_i2_2_4173_460",39.024,41,25,0,82,122,50,90,0.33,33.9
"AT3G11680","TRINITY_DN100010_c0_g1_i2_1_213_2081",36.812,345,197,5,25,350,91,433,1.33e-65,226
"AT3G11710","TRINITY_DN100022_c2_g1_i4_1_2_1636",38.069,549,275,12,94,611,31,545,4.02e-109,343
"AT3G14720","TRINITY_DN100003_c0_g1_i4_1_835_260",31.034,174,87,6,165,316,27,189,6.34e-12,65.9
"AT3G54980","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.769,494,340,2,302,794,279,771,2.58e-71,253
"AT3G44330","TRINITY_DN100010_c0_g1_i4_1_213_2078",29.565,115,69,3,330,436,328,438,7,30
"AT3G47430","TRINITY_DN100023_c0_g1_i3_1_205_885",69.507,223,67,1,4,226,5,226,2.04e-115,333
"AT3G07550","TRINITY_DN100018_c8_g4_i2_1_553_2",29.268,82,55,2,104,185,106,184,3.7,29.6
"AT3G07940","TRINITY_DN100002_c0_g1_i2_1_299_3421",28.571,56,40,0,248,303,654,709,0.096,35.4
"AT3G59790","TRINITY_DN100003_c0_g1_i4_1_835_260",30.357,168,94,5,200,347,27,191,2.15e-15,75.1
"AT3G09650","TRINITY_DN100008_c0_g2_i1_1_534_2876",25,460,302,8,234,658,314,765,1.76e-36,148
"AT3G07290","TRINITY_DN100008_c0_g2_i1_1_534_2876",29.391,575,383,6,198,770,214,767,5.43e-74,261
"AT3G61300","TRINITY_DN100002_c0_g1_i3_1_299_3406",41.085,1032,514,31,6,972,34,1036,0,673
"AT3G06010","TRINITY_DN100017_c0_g1_i1_2_3342_451",32.939,507,291,13,403,863,209,712,6.56e-63,232
"AT3G04870","TRINITY_DN100009_c0_g1_i2_2_4173_460",28.986,69,44,1,342,405,434,502,3.9,31.2
"AT3G42560","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.352,71,42,1,1,71,307,366,0.089,31.6
"AT3G51930","TRINITY_DN100007_c0_g1_i3_1_1800_340",25.847,236,146,7,71,302,126,336,7.61e-08,54.7
"AT3G05935","TRINITY_DN100010_c0_g1_i4_1_213_2078",38.462,26,16,0,37,62,594,619,1.3,28.1
"AT3G07200","TRINITY_DN100000_c0_g1_i2_1_55_1236",41.304,46,21,2,127,168,342,385,2.2,29.3
"AT3G49240","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.947,475,297,11,76,516,305,763,9.26e-39,153
"AT3G50080","TRINITY_DN100018_c8_g1_i5_1_1087_305",22.34,188,117,7,118,292,6,177,2.1,31.2
"AT3G16600","TRINITY_DN100017_c0_g1_i4_2_3564_1420",23.897,544,291,18,76,574,234,699,1.08e-21,100
"AT3G52540","TRINITY_DN100002_c0_g1_i2_1_299_3421",23.171,82,63,0,51,132,214,295,1.2,31.6
"AT3G11600","TRINITY_DN100000_c0_g1_i2_1_55_1236",46.154,26,13,1,63,88,361,385,7.2,26.6
"AT3G17980","TRINITY_DN100002_c0_g1_i2_1_299_3421",37.5,56,34,1,36,90,653,708,6.17e-05,43.1
"AT3G44850","TRINITY_DN100003_c0_g1_i4_1_835_260",34.091,176,88,6,322,482,28,190,2.57e-20,90.5
"AT3G04220","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.389,157,87,6,715,845,93,248,0.48,34.3
"AT3G44480","TRINITY_DN100018_c8_g1_i5_1_1087_305",28.061,196,108,8,715,888,44,228,0.31,35
"AT3G50000","TRINITY_DN100003_c0_g1_i4_1_835_260",28.824,170,102,8,236,391,27,191,1.84e-12,66.6
"AT3G46730","TRINITY_DN100006_c2_g1_i4_1_773_1303",31.148,61,40,1,706,764,33,93,8.6,29.6
"AT3G44400","TRINITY_DN100018_c8_g1_i5_1_1087_305",26.786,168,105,8,666,821,15,176,0.000592,43.5
"AT3G18950","TRINITY_DN100007_c0_g1_i3_1_1800_340",29.412,204,110,9,248,427,155,348,8.32e-09,58.2
"AT3G24340","TRINITY_DN100017_c0_g1_i1_2_3342_451",24.399,582,358,17,571,1112,203,742,2.07e-28,124
"AT3G59040","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.613,372,263,4,152,518,322,688,2.72e-36,145
"AT3G61720","TRINITY_DN100002_c0_g1_i3_1_299_3406",34.198,810,417,24,33,795,296,1036,3.18e-114,375
"AT3G57880","TRINITY_DN100002_c0_g1_i3_1_299_3406",51.819,797,330,17,1,773,270,1036,0,757
"AT3G22470","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.985,536,386,0,51,586,227,762,6.09e-79,269
"AT3G60960","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.807,342,216,13,85,400,383,702,1.55e-10,63.5
"AT3G53030","TRINITY_DN100003_c0_g1_i4_1_835_260",33.14,172,97,4,307,468,28,191,1.54e-18,85.5
"AT3G09770","TRINITY_DN100000_c0_g1_i2_1_55_1236",36.066,61,36,2,305,362,326,386,0.000268,43.5
"AT3G18370","TRINITY_DN100002_c0_g1_i3_1_299_3406",35.897,78,47,2,583,658,10,86,6.92e-06,50.4
"AT3G02490","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.028,317,189,8,278,588,348,615,5.64e-08,56.6
"AT3G54180","TRINITY_DN100003_c0_g1_i4_1_835_260",30.769,169,91,5,157,303,27,191,2.56e-13,68.2
"AT3G18140","TRINITY_DN100007_c0_g1_i3_1_1800_340",22.222,234,149,7,89,299,125,348,2.84e-08,55.5
"AT3G52910","TRINITY_DN100009_c0_g1_i2_2_4173_460",38.462,52,30,1,152,203,50,99,0.031,37
"AT3G58030","TRINITY_DN100009_c0_g1_i2_2_4173_460",30.556,72,40,4,131,192,179,250,1.2,32.3
"AT3G21060","TRINITY_DN100007_c0_g1_i3_1_1800_340",37.838,37,23,0,26,62,306,342,0.61,33.5
"AT3G57410","TRINITY_DN100009_c0_g1_i2_2_4173_460",32.143,56,37,1,287,342,1124,1178,2.8,32.3
"AT3G08890","TRINITY_DN100002_c0_g1_i2_1_299_3421",33.333,36,24,0,53,88,227,262,5,28.1
"AT3G18440","TRINITY_DN100010_c0_g1_i4_1_213_2078",54.501,611,234,12,1,596,39,620,0,616
"AT3G61360","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.077,351,262,4,134,483,349,692,2.94e-21,98.2
"AT3G04260","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.214,206,116,6,209,385,276,474,1.6e-08,58.9
"AT3G45230","TRINITY_DN100002_c0_g1_i3_1_299_3406",30.769,65,41,2,51,114,181,242,7.4,27.7
"AT3G23280","TRINITY_DN100000_c0_g1_i2_1_55_1236",29.577,71,49,1,391,460,322,392,0.058,36.2
"AT3G18390","TRINITY_DN100022_c7_g1_i4_1_3_1295",28.235,85,61,0,246,330,68,152,1.49e-07,55.5
"AT3G53390","TRINITY_DN100007_c0_g1_i3_1_1800_340",27.536,69,50,0,306,374,117,185,0.011,38.9
"AT3G12810","TRINITY_DN100017_c0_g1_i1_2_3342_451",30.909,330,202,10,531,835,204,532,6.79e-30,130
"AT3G61520","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.679,536,356,7,213,743,149,652,5.96e-53,197
"AT3G53410","TRINITY_DN100000_c0_g1_i2_1_55_1236",40.816,49,24,2,240,285,339,385,0.002,40
"AT3G18850","TRINITY_DN100016_c0_g1_i3_1_1403_231",65.266,357,123,1,12,368,28,383,3.1e-179,508
"AT3G63460","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.789,227,148,7,87,302,129,341,0.41,35
"AT3G28155","TRINITY_DN100020_c0_g1_i3_1_86_1510",33.333,39,18,1,71,101,171,209,6.6,26.6
"AT3G61580","TRINITY_DN100020_c0_g1_i3_1_86_1510",63.265,441,160,2,10,449,36,475,0,609
"AT3G57650","TRINITY_DN100016_c0_g1_i1_1_1385_213",35.249,261,160,5,81,339,106,359,4.64e-46,165
"AT3G22410","TRINITY_DN100023_c0_g1_i3_2_2612_1296",21.006,338,214,11,3,320,97,401,4.26e-06,49.3
"AT3G17370","TRINITY_DN100008_c0_g2_i1_1_534_2876",32.812,192,116,2,17,195,284,475,1.35e-26,108
"AT3G15470","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.26,169,107,7,561,715,117,278,0.55,34.3
"AT3G05270","TRINITY_DN100006_c3_g1_i2_1_185_751",31.915,94,53,5,319,403,12,103,1.3,32
"AT3G01370","TRINITY_DN100022_c7_g1_i4_1_3_1295",33.333,87,58,0,169,255,68,154,1.52e-10,65.1
"AT3G01450","TRINITY_DN100001_c8_g1_i2_1_209_667",59.42,69,28,0,156,224,82,150,3.51e-18,80.9
"AT3G01340","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.967,121,66,5,182,286,220,330,6.3,29.3
"AT3G53170","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.603,378,282,3,115,492,323,697,1.13e-31,130
"AT3G30805","TRINITY_DN100022_c2_g1_i3_2_1046_2080",48.276,58,28,1,68,123,281,338,5.37e-10,57.4
"AT3G19590","TRINITY_DN100007_c0_g1_i5_1_2253_793",34.286,35,23,0,94,128,299,333,0.74,32.3
"AT3G15590","TRINITY_DN100008_c0_g2_i1_1_534_2876",21.598,338,248,7,209,535,421,752,1.94e-07,54.7
"AT3G18530","TRINITY_DN100001_c8_g1_i2_1_209_667",48,100,43,3,136,226,53,152,5.94e-17,78.2
"AT3G26810","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.273,88,59,3,452,539,143,225,7.8,29.6
"AT3G28680","TRINITY_DN100009_c0_g1_i2_2_4173_460",36.667,30,19,0,45,74,602,631,9.7,27.7
"AT3G23020","TRINITY_DN100008_c0_g2_i1_1_534_2876",25.843,623,393,10,224,838,213,774,1.99e-52,196
"AT3G18860","TRINITY_DN100007_c0_g1_i3_1_1800_340",27.315,216,110,10,83,255,168,379,0.002,42
"AT3G60950","TRINITY_DN100002_c0_g1_i3_1_299_3406",29.126,103,59,6,169,266,16,109,0.7,33.5
"AT3G23070","TRINITY_DN100022_c7_g1_i4_1_3_1295",27.273,88,64,0,221,308,65,152,1.82e-05,48.5
"AT3G20300","TRINITY_DN100010_c0_g1_i2_1_213_2081",28.155,103,67,4,15,112,473,573,5.7,30
"AT3G60040","TRINITY_DN100008_c0_g2_i1_1_534_2876",38.667,150,86,1,695,838,357,506,5.17e-20,95.9
"AT3G22670","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.228,333,234,3,202,533,280,608,3.28e-35,141
"AT3G62470","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.481,482,306,5,132,558,98,576,2.32e-40,157
"AT3G60050","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.954,373,231,4,130,473,139,506,3.59e-39,152
"AT3G58530","TRINITY_DN100018_c8_g1_i5_1_1087_305",27.354,223,110,9,111,287,43,259,1.95e-06,49.3
"AT3G27330","TRINITY_DN100021_c0_g2_i1_1_209_1957",41.451,386,204,9,165,531,183,565,3.97e-89,298
"AT3G14580","TRINITY_DN100008_c0_g2_i1_1_534_2876",23.077,390,245,6,48,384,111,498,6.39e-25,107
"AT3G49180","TRINITY_DN100007_c0_g1_i3_1_1800_340",54.018,448,187,9,1,436,37,477,1.69e-164,477
"AT3G13490","TRINITY_DN100022_c2_g1_i4_1_2_1636",79.038,520,109,0,83,602,26,545,0,868
"AT3G06430","TRINITY_DN100008_c0_g2_i1_1_534_2876",21.93,342,258,4,93,427,179,518,3.72e-18,88.2
"AT3G21540","TRINITY_DN100007_c0_g1_i5_1_2253_793",24.896,241,144,9,64,290,113,330,9.14e-05,46.6
"AT3G25210","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.412,194,127,1,178,371,279,464,3.79e-22,99
"AT3G08850","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.358,246,151,10,1027,1249,106,334,0.078,37.7
"AT3G52190","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.826,184,113,5,127,288,161,337,0.22,34.3
"AT3G16890","TRINITY_DN100008_c0_g2_i1_1_534_2876",26.939,490,351,1,141,630,284,766,5.92e-61,219
"AT3G25840","TRINITY_DN100003_c0_g1_i4_1_835_260",34.091,176,103,5,761,933,25,190,1.1e-19,90.5
"AT3G04360","TRINITY_DN100002_c0_g1_i2_1_299_3421",28.767,73,49,2,11,83,35,104,2.1,31.2
"AT3G05840","TRINITY_DN100003_c0_g1_i4_1_835_260",29.48,173,96,4,208,358,22,190,1.65e-13,69.7
"AT3G04460","TRINITY_DN100000_c0_g1_i1_1_76_1308",30.769,52,35,1,326,376,346,397,5.3,29.6
"AT3G06920","TRINITY_DN100008_c0_g2_i1_1_534_2876",30.286,525,359,3,281,798,251,775,6.72e-72,254
"AT3G20740","TRINITY_DN100007_c0_g1_i3_1_1800_340",30.882,68,36,2,309,368,270,334,1.7,31.2
"AT3G42670","TRINITY_DN100017_c0_g1_i1_2_3342_451",23.387,620,360,21,668,1250,203,744,5.45e-28,123
"AT3G01650","TRINITY_DN100000_c0_g1_i2_1_55_1236",35.484,62,33,3,435,489,331,392,0.000162,44.7
"AT3G19830","TRINITY_DN100002_c0_g1_i3_1_299_3406",28.75,80,47,3,412,487,32,105,1.3,33.1
"AT3G60980","TRINITY_DN100008_c0_g2_i1_1_534_2876",20.701,314,202,12,101,402,416,694,0.00056,42.7
"AT3G23400","TRINITY_DN100001_c8_g3_i1_1_92_832",21.963,214,127,7,75,280,56,237,1.6,30.4
"AT3G02650","TRINITY_DN100008_c0_g2_i1_1_534_2876",28.065,310,221,2,235,544,355,662,6.73e-25,110
"AT3G26480","TRINITY_DN100007_c0_g1_i3_1_1800_340",19.912,226,160,5,60,277,122,334,0.003,41.2
"AT3G25440","TRINITY_DN100022_c7_g1_i4_1_3_1295",27.473,91,65,1,175,265,63,152,0.002,41.2
"AT3G15354","TRINITY_DN100007_c0_g1_i5_1_2253_793",26.277,137,79,5,597,733,127,241,0.042,37.7
"AT3G52890","TRINITY_DN100003_c0_g1_i2_1_1060_611",43.396,53,30,0,777,829,43,95,2.71e-05,45.8
"AT3G47810","TRINITY_DN100023_c0_g1_i3_2_2612_1296",24.074,54,39,1,82,133,340,393,6.1,28.1
"AT3G15610","TRINITY_DN100007_c0_g1_i3_1_1800_340",25.446,224,125,7,87,299,140,332,5.74e-08,54.7
"AT3G62540","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.274,482,307,5,132,558,98,576,1.55e-39,155
"AT3G15200","TRINITY_DN100008_c0_g2_i1_1_534_2876",24.859,354,256,5,142,489,280,629,3.27e-30,125
"AT3G25250","TRINITY_DN100003_c0_g1_i2_1_1060_611",43.182,44,25,0,234,277,43,86,5.89e-05,43.5
"AT3G56030","TRINITY_DN100008_c0_g2_i1_1_534_2876",22.488,209,159,2,127,335,353,558,3.68e-13,71.2
"AT3G54460","TRINITY_DN100017_c0_g1_i1_2_3342_451",24.481,241,148,9,752,971,266,493,0.000616,45.1
"AT3G53640","TRINITY_DN100003_c0_g1_i4_1_835_260",36.994,173,99,3,469,640,27,190,9.63e-24,101
"AT3G32100","TRINITY_DN100013_c1_g1_i6_2_490_975",26,50,37,0,13,62,54,103,4.9,25.8
"AT3G18130","TRINITY_DN100007_c0_g1_i5_1_2253_793",25.764,229,145,7,66,272,117,342,1.05e-11,66.2
"AT3G61160","TRINITY_DN100003_c0_g1_i4_1_835_260",29.94,167,91,4,249,393,27,189,7.17e-13,68.2
"AT3G15880","TRINITY_DN100007_c0_g1_i5_1_2253_793",28.866,97,66,2,860,956,237,330,3,32.3
"AT3G53570","TRINITY_DN100003_c0_g1_i4_1_835_260",68.063,191,60,1,254,444,1,190,2.03e-92,282
"AT3G46450","TRINITY_DN100023_c0_g1_i3_2_2612_1296",26.749,243,141,11,206,417,115,351,3.46e-10,62.4
"AT3G24093","TRINITY_DN100009_c0_g1_i2_2_4173_460",29.268,82,42,2,125,202,1126,1195,6.1,29.3
"AT3G22275","TRINITY_DN100000_c0_g1_i1_1_76_1308",26.389,72,45,1,8,79,116,179,4.5,27.3
"AT3G47543","TRINITY_DN100000_c0_g1_i1_1_76_1308",32.5,40,18,1,15,45,251,290,5,25
"AT3G62336","TRINITY_DN100022_c7_g1_i6_1_1704_2192",29.787,47,32,1,21,67,1,46,0.12,30
"AT3G14590","TRINITY_DN100002_c0_g1_i3_1_299_3406",29.487,78,53,1,282,357,32,109,0.086,37
"AT3G06400","TRINITY_DN100017_c0_g1_i1_2_3342_451",31.621,506,287,16,189,638,209,711,4.38e-61,226
"AT3G45620","TRINITY_DN100007_c0_g1_i5_1_2253_793",22.568,257,140,10,65,283,114,349,0.37,33.9
"AT3G15980","TRINITY_DN100007_c0_g1_i5_1_2253_793",23.387,248,164,10,42,269,102,343,8.33e-05,47
"AT3G54280","TRINITY_DN100017_c0_g1_i1_2_3342_451",29.577,568,339,13,1482,2022,209,742,2.54e-56,214
"AT3G57300","TRINITY_DN100017_c0_g1_i1_2_3342_451",25.474,369,205,11,574,921,198,517,1.17e-25,115
"AT3G07610","TRINITY_DN100009_c0_g1_i2_2_4173_460",43.279,610,270,11,153,754,188,729,6.43e-154,493
"AT3G46640","TRINITY_DN100002_c0_g1_i2_4_2364_1726",26.667,75,53,1,41,115,99,171,1.7,30.4
"AT3G06880","TRINITY_DN100007_c0_g1_i3_1_1800_340",35.955,89,42,5,986,1060,158,245,0.007,41.2
"AT3G63340","TRINITY_DN100003_c0_g1_i4_1_835_260",25.366,205,104,7,880,1072,25,192,1.11e-06,50.8
"AT4G09830","TRINITY_DN100019_c1_g2_i2_2_690_1",61.111,162,59,2,1,158,69,230,6.04e-60,190
"AT4G17970","TRINITY_DN100010_c0_g1_i2_1_213_2081",34.17,518,312,10,28,532,98,599,5.72e-80,266
"AT4G22250","TRINITY_DN100000_c0_g1_i2_1_55_1236",38.298,47,23,3,165,207,341,385,0.028,35.4
"AT4G35850","TRINITY_DN100008_c0_g2_i1_1_534_2876",27.811,169,118,1,20,188,264,428,8.37e-12,67.8
"AT4G00090","TRINITY_DN100007_c0_g1_i3_1_1800_340",24.638,69,44,1,250,318,125,185,0.012,38.5
"AT4G17300","TRINITY_DN100022_c2_g1_i3_2_1046_2080",22,300,191,7,302,559,41,339,0.001,42.4
"AT4G00030","TRINITY_DN100001_c8_g3_i1_1_92_832",71.111,180,46,1,36,209,68,247,2.21e-91,272
"AT4G09890","TRINITY_DN100006_c3_g1_i2_2_755_1384",42.857,21,12,0,67,87,176,196,0.66,28.5
"AT4G27580","TRINITY_DN100002_c0_g1_i3_1_299_3406",33.333,57,37,1,44,100,166,221,0.14,31.2
"AT4G05410","TRINITY_DN100007_c0_g1_i3_1_1800_340",31.818,66,45,0,228,293,120,185,0.000311,43.9
"AT4G16920","TRINITY_DN100018_c8_g1_i5_1_1087_305",28.736,87,56,3,636,717,93,178,3.5,32
"AT4G16950","TRINITY_DN100018_c8_g1_i5_1_1087_305",32.558,86,52,3,643,723,94,178,0.16,36.6
